j,t,l, Inv, Inv_LB, shortage
E1123, 25, Camp_Pendleton_Airport, 0, 0, 0
E1123, 25, Point_Loma, 0, 0, 0
E1123, 26, Juneau_Airport, 0, 0, 0
E1123, 26, Mosquito_Lake_Sup, 0, 0, 0
E1123, 26, Tanani_Sup, 0, 0, 0
E1123, 26, Mud_Bay_Sup, 0, 0, 0
E1123, 26, Port_Chilkoot, 0, 0, 0
E1123, 26, Elmendorf_AFB, 0, 0, 0
E1123, 26, Anchorage_Port, 0, 0, 0
E1123, 26, Seward_MPF_Port, 0, 0, 0
E1123, 26, Fairbanks_Airport, 8, 8, 0
E1123, 26, Nome_Airport, 0, 0, 0
E1123, 26, Nome_Port, 0, 0, 0
E1123, 26, Teller_Dest, 0, 0, 0
E1123, 26, Camp_Pendleton_Airport, 0, 0, 0
E1123, 26, Point_Loma, 0, 0, 0
E1123, 27, Juneau_Airport, 0, 0, 0
E1123, 27, Mosquito_Lake_Sup, 0, 0, 0
E1123, 27, Tanani_Sup, 0, 0, 0
E1123, 27, Mud_Bay_Sup, 0, 0, 0
E1123, 27, Port_Chilkoot, 0, 0, 0
E1123, 27, Elmendorf_AFB, 0, 0, 0
E1123, 27, Anchorage_Port, 0, 0, 0
E1123, 27, Seward_MPF_Port, 0, 0, 0
E1123, 27, Fairbanks_Airport, 8, 8, 0
E1123, 27, Nome_Airport, 0, 0, 0
E1123, 27, Nome_Port, 0, 0, 0
E1123, 27, Teller_Dest, 0, 0, 0
E1123, 27, Camp_Pendleton_Airport, 0, 0, 0
E1123, 27, Point_Loma, 0, 0, 0
E1123, 28, Juneau_Airport, 0, 0, 0
E1123, 28, Mosquito_Lake_Sup, 0, 0, 0
E1123, 28, Tanani_Sup, 0, 0, 0
E1123, 28, Mud_Bay_Sup, 0, 0, 0
E1123, 28, Port_Chilkoot, 0, 0, 0
E1123, 28, Elmendorf_AFB, 0, 0, 0
E1123, 28, Anchorage_Port, 0, 0, 0
E1123, 28, Seward_MPF_Port, 0, 0, 0
E1123, 28, Fairbanks_Airport, 8, 8, 0
E1123, 28, Nome_Airport, 0, 0, 0
E1123, 28, Nome_Port, 0, 0, 0
E1123, 28, Teller_Dest, 0, 0, 0
E1123, 28, Camp_Pendleton_Airport, 0, 0, 0
E1123, 28, Point_Loma, 0, 0, 0
E1123, 29, Juneau_Airport, 0, 0, 0
E1123, 29, Mosquito_Lake_Sup, 0, 0, 0
E1123, 29, Tanani_Sup, 0, 0, 0
E1123, 29, Mud_Bay_Sup, 0, 0, 0
E1123, 29, Port_Chilkoot, 0, 0, 0
E1123, 29, Elmendorf_AFB, 0, 0, 0
E1123, 29, Anchorage_Port, 0, 0, 0
E1123, 29, Seward_MPF_Port, 0, 0, 0
E1123, 29, Fairbanks_Airport, 8, 8, 0
E1123, 29, Nome_Airport, 0, 0, 0
E1123, 29, Nome_Port, 0, 0, 0
E1123, 29, Teller_Dest, 0, 0, 0
E1123, 29, Camp_Pendleton_Airport, 0, 0, 0
E1123, 29, Point_Loma, 0, 0, 0
E1123, 30, Juneau_Airport, 0, 0, 0
E1123, 30, Mosquito_Lake_Sup, 0, 0, 0
E1123, 30, Tanani_Sup, 0, 0, 0
E1123, 30, Mud_Bay_Sup, 0, 0, 0
E1123, 30, Port_Chilkoot, 0, 0, 0
E1123, 30, Elmendorf_AFB, 0, 0, 0
E1123, 30, Anchorage_Port, 0, 0, 0
E1123, 30, Seward_MPF_Port, 0, 0, 0
E1123, 30, Fairbanks_Airport, 8, 8, 0
E1123, 30, Nome_Airport, 0, 0, 0
E1123, 30, Nome_Port, 0, 0, 0
E1123, 30, Teller_Dest, 0, 0, 0
E1123, 30, Camp_Pendleton_Airport, 0, 0, 0
E1123, 30, Point_Loma, 0, 0, 0
E1123, 31, Juneau_Airport, 0, 0, 0
E1123, 31, Mosquito_Lake_Sup, 0, 0, 0
E1123, 31, Tanani_Sup, 0, 0, 0
E1123, 31, Mud_Bay_Sup, 0, 0, 0
E1123, 31, Port_Chilkoot, 0, 0, 0
E1123, 31, Elmendorf_AFB, 0, 0, 0
E1123, 31, Anchorage_Port, 0, 0, 0
E1123, 31, Seward_MPF_Port, 0, 0, 0
E1123, 31, Fairbanks_Airport, 8, 8, 0
E1123, 31, Nome_Airport, 0, 0, 0
E1123, 31, Nome_Port, 0, 0, 0
E1123, 31, Teller_Dest, 0, 0, 0
E1123, 31, Camp_Pendleton_Airport, 0, 0, 0
E1123, 31, Point_Loma, 0, 0, 0
E1123, 32, Juneau_Airport, 0, 0, 0
E1123, 32, Mosquito_Lake_Sup, 0, 0, 0
E1123, 32, Tanani_Sup, 0, 0, 0
E1123, 32, Mud_Bay_Sup, 0, 0, 0
E1123, 32, Port_Chilkoot, 0, 0, 0
E1123, 32, Elmendorf_AFB, 0, 0, 0
E1123, 32, Anchorage_Port, 0, 0, 0
E1123, 32, Seward_MPF_Port, 0, 0, 0
E1123, 32, Fairbanks_Airport, 8, 8, 0
E1123, 32, Nome_Airport, 0, 0, 0
E1123, 32, Nome_Port, 0, 0, 0
E1123, 32, Teller_Dest, 0, 0, 0
E1123, 32, Camp_Pendleton_Airport, 0, 0, 0
E1123, 32, Point_Loma, 0, 0, 0
E1123, 33, Juneau_Airport, 0, 0, 0
E1123, 33, Mosquito_Lake_Sup, 0, 0, 0
E1123, 33, Tanani_Sup, 0, 0, 0
E1123, 33, Mud_Bay_Sup, 0, 0, 0
E1123, 33, Port_Chilkoot, 0, 0, 0
E1123, 33, Elmendorf_AFB, 0, 0, 0
E1123, 33, Anchorage_Port, 0, 0, 0
E1123, 33, Seward_MPF_Port, 0, 0, 0
E1123, 33, Fairbanks_Airport, 8, 8, 0
E1123, 33, Nome_Airport, 0, 0, 0
E1123, 33, Nome_Port, 0, 0, 0
E1123, 33, Teller_Dest, 0, 0, 0
E1123, 33, Camp_Pendleton_Airport, 0, 0, 0
E1123, 33, Point_Loma, 0, 0, 0
V4652, 0, Juneau_Airport, 0, 0, 0
V4652, 0, Mosquito_Lake_Sup, 0, 0, 0
V4652, 0, Tanani_Sup, 4, 0, 0
V4652, 0, Mud_Bay_Sup, 0, 0, 0
V4652, 0, Port_Chilkoot, 0, 0, 0
V4652, 0, Elmendorf_AFB, 0, 0, 0
V4652, 0, Anchorage_Port, 0, 0, 0
V4652, 0, Seward_MPF_Port, 0, 0, 0
V4652, 0, Fairbanks_Airport, 0, 0, 0
V4652, 0, Nome_Airport, 0, 0, 0
V4652, 0, Nome_Port, 0, 0, 0
V4652, 0, Teller_Dest, 0, 0, 0
V4652, 0, Camp_Pendleton_Airport, 0, 0, 0
V4652, 0, Point_Loma, 0, 0, 0
V4652, 1, Juneau_Airport, 0, 0, 0
V4652, 1, Mosquito_Lake_Sup, 0, 0, 0
V4652, 1, Tanani_Sup, 0, 0, 0
V4652, 1, Mud_Bay_Sup, 0, 0, 0
V4652, 1, Port_Chilkoot, 0, 0, 0
V4652, 1, Elmendorf_AFB, 0, 0, 0
V4652, 1, Anchorage_Port, 0, 0, 0
V4652, 1, Seward_MPF_Port, 0, 0, 0
V4652, 1, Fairbanks_Airport, 0, 0, 0
V4652, 1, Nome_Airport, 0, 0, 0
V4652, 1, Nome_Port, 0, 0, 0
V4652, 1, Teller_Dest, 0, 0, 0
V4652, 1, Camp_Pendleton_Airport, 0, 0, 0
V4652, 1, Point_Loma, 0, 0, 0
V4652, 2, Juneau_Airport, 0, 0, 0
V4652, 2, Mosquito_Lake_Sup, 0, 0, 0
V4652, 2, Tanani_Sup, 0, 0, 0
V4652, 2, Mud_Bay_Sup, 0, 0, 0
V4652, 2, Port_Chilkoot, 0, 0, 0
V4652, 2, Elmendorf_AFB, 6, 6, 0
V4652, 2, Anchorage_Port, 0, 0, 0
V4652, 2, Seward_MPF_Port, 0, 0, 0
V4652, 2, Fairbanks_Airport, 132, 136, 4
V4652, 2, Nome_Airport, 0, 0, 0
V4652, 2, Nome_Port, 0, 0, 0
V4652, 2, Teller_Dest, 0, 0, 0
V4652, 2, Camp_Pendleton_Airport, 0, 0, 0
V4652, 2, Point_Loma, 0, 0, 0
V4652, 3, Juneau_Airport, 0, 0, 0
V4652, 3, Mosquito_Lake_Sup, 0, 0, 0
V4652, 3, Tanani_Sup, 0, 0, 0
V4652, 3, Mud_Bay_Sup, 0, 0, 0
V4652, 3, Port_Chilkoot, 0, 0, 0
V4652, 3, Elmendorf_AFB, 6, 6, 0
V4652, 3, Anchorage_Port, 0, 0, 0
V4652, 3, Seward_MPF_Port, 0, 0, 0
V4652, 3, Fairbanks_Airport, 136, 136, 0
V4652, 3, Nome_Airport, 0, 0, 0
V4652, 3, Nome_Port, 0, 0, 0
V4652, 3, Teller_Dest, 0, 0, 0
V4652, 3, Camp_Pendleton_Airport, 0, 0, 0
V4652, 3, Point_Loma, 0, 0, 0
V4652, 4, Juneau_Airport, 0, 0, 0
V4652, 4, Mosquito_Lake_Sup, 0, 0, 0
