l,lprime,t,j,h,Mvalue,per-item weight,per-item importance,sym1,sym2,Reach
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, BA14, AMK25,1.57895,44.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, Cartridge-_25mm_HEI-T_M792_Linked, AMK25,5.0,55.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, WH51, AMK25,8.0,66.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, G881, AMK25,61.6316,51.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, B546, AMK25,3.15789,44.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, B567, AMK25,1.42105,4.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, L283, AMK25,8.0,8.76,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, G924, AMK25,5.47368,50.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, L311, AMK25,24.0,1.64,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, J007, AMK25,3.52632,41.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, Charge-_Demolition_Block_TNT_1-Pound, AMK25,1.57895,71.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, C871, AMK25,28.2632,12.3,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, AA03, AMK25,6.05263,17.9,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, L314, AMK25,45.4211,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, K867, AMK25,1.57895,40.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, BA44, AMK25,91.0,4.86,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, G940, AMK25,15.9474,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, Rocket-_298mm_Tactical_Unitary_M31A2_IM_GMLRS, AMK25,2.41546,5096.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, A011, AMK25,9.36842,23.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, L312, AMK25,150.0,1.64,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, M670, AMK25,1.57895,9.8,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, L305, AMK25,79.0,1.46,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, CRTG-_CAL_50_API_M8API-T_M20_LNKD_AC, AMK25,5.42105,35.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, CRTG-_81MM_SMK_RP_M819_WFZ_MTSQ_M772, AMK25,45.8947,63.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, M421, AMK25,1.05263,65.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, M420, AMK25,1.57895,60.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, M757, AMK25,6.0,0.005,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, CRTG-_556MM_TRCR_M856, AMK25,4.73684,30.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, Water_Rigid, AMK25,208.0,33.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, G945, AMK25,24.7895,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, M039, AMK25,1.57895,50.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, WH54, AMK25,3.15789,61.56,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, G963, AMK25,2.63158,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,1, B542, AMK25,4.36842,42.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, M421, CH-53K_King_Stallion,4.94737,65.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, M456, CH-53K_King_Stallion,4.94737,23.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, Water_Rigid, CH-53K_King_Stallion,140.0,33.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, G940, CH-53K_King_Stallion,35.3684,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, CRTG-_762MM_4_BALL_M801TRCR_M62, CH-53K_King_Stallion,5.78947,17.75,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, AB57, CH-53K_King_Stallion,0.263158,35.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, MRE, CH-53K_King_Stallion,291.579,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, JP5, CH-53K_King_Stallion,2303.69,6.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, G900, CH-53K_King_Stallion,1.05263,47.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, G881, CH-53K_King_Stallion,126.316,51.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,2, B647, CH-53K_King_Stallion,1.89474,45.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,3, ALPHA_BTRY_313, CH-53K_King_Stallion,55.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, J007, CH-53K_King_Stallion,2.89474,41.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, AB57, CH-53K_King_Stallion,3.68421,35.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, JP5, CH-53K_King_Stallion,10627.7,6.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, G900, CH-53K_King_Stallion,11.5789,47.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, G982, CH-53K_King_Stallion,60.1053,1.69,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, G963, CH-53K_King_Stallion,2.84211,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, Grenade-_66mm_Smoke_Screening-_RP_Veh_Launched_MK1_MOD0, CH-53K_King_Stallion,247.368,17.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, MRE, CH-53K_King_Stallion,2624.21,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, Water_Rigid, CH-53K_King_Stallion,1260.0,33.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, L307, CH-53K_King_Stallion,60.1053,2.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,3, B542, CH-53K_King_Stallion,7.52632,42.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,4, COMBAT_ENGR_CO_A_REIN_5TH_CEB, CH-53K_King_Stallion,70.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,4, HQTRS_BTRY_313, CH-53K_King_Stallion,20.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,4, ALPHA_BTRY_313, CH-53K_King_Stallion,20.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,5, CA30, CH-53K_King_Stallion,6.15789,66.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,5, GG41, CH-53K_King_Stallion,6.63158,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,5, G955, CH-53K_King_Stallion,20.6316,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,5, B567, CH-53K_King_Stallion,0.736842,4.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,5, MN79, CH-53K_King_Stallion,9.52632,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,5, G945, CH-53K_King_Stallion,20.6316,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,5, JP5, CH-53K_King_Stallion,10105.5,6.6,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,11, TRUCK_CO_A, CH-53K_King_Stallion,136.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,11, RFL_CO_A_128, CH-53K_King_Stallion,182.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, C871, CH-53K_King_Stallion,9.21053,12.3,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, G924, CH-53K_King_Stallion,6.52632,50.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, CRTG-_762MM_4_BALL_M801TRCR_M62, CH-53K_King_Stallion,2.89474,17.75,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, A363, CH-53K_King_Stallion,0.315789,36.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, M039, CH-53K_King_Stallion,4.42105,50.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, BA14, CH-53K_King_Stallion,5.42105,44.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, A606, CH-53K_King_Stallion,6.68421,36.2,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, MRE, CH-53K_King_Stallion,583.158,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, G955, CH-53K_King_Stallion,33.5789,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, Water_Rigid, CH-53K_King_Stallion,1918.0,33.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, A011, CH-53K_King_Stallion,1.15789,23.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, L495, CH-53K_King_Stallion,81.8947,1.35,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, K867, CH-53K_King_Stallion,4.42105,40.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, B567, CH-53K_King_Stallion,5.84211,4.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, G881, CH-53K_King_Stallion,25.2632,51.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, AA03, CH-53K_King_Stallion,12.9474,17.9,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, Charge-_Demolition_Block_TNT_1-Pound, CH-53K_King_Stallion,0.105263,71.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, L314, CH-53K_King_Stallion,14.7368,1.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, GG41, CH-53K_King_Stallion,1.89474,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, Rocket-_298mm_Tactical_Unitary_M31A2_IM_GMLRS, CH-53K_King_Stallion,1.73064,5096.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, AA60, CH-53K_King_Stallion,1.47368,24.72,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, M131, CH-53K_King_Stallion,0.105263,5.54,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, ML03, CH-53K_King_Stallion,0.263158,15.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, M670, CH-53K_King_Stallion,0.105263,9.8,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, B546, CH-53K_King_Stallion,0.526316,44.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, G945, CH-53K_King_Stallion,33.5789,1.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, C484, CH-53K_King_Stallion,5.89474,12.43,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, CRTG-_556MM_TRCR_M856, CH-53K_King_Stallion,0.315789,30.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, JP5, CH-53K_King_Stallion,18429.4,6.6,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, WH54, CH-53K_King_Stallion,0.210526,61.56,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, M420, CH-53K_King_Stallion,0.263158,60.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,12, G963, CH-53K_King_Stallion,6.52632,1.6,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,13, RFL_CO_L_328, CH-53K_King_Stallion,40.3333,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,13, RFL_CO_K_328, CH-53K_King_Stallion,40.3333,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,13, RFL_CO_I_328, CH-53K_King_Stallion,40.3333,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,13, WPNS_CO_128, CH-53K_King_Stallion,142.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,13, ALPHA_BTRY_313, CH-53K_King_Stallion,63.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, G900, CH-53K_King_Stallion,11.3158,47.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, A011, CH-53K_King_Stallion,1.73684,23.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, G881, CH-53K_King_Stallion,37.8947,51.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, Charge-_Demolition_Block_TNT_1-Pound, CH-53K_King_Stallion,4.31579,71.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, B647, CH-53K_King_Stallion,0.473684,45.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, CRTG-_81MM_SMK_RP_M819_WFZ_MTSQ_M772, CH-53K_King_Stallion,8.05263,63.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, GG41, CH-53K_King_Stallion,11.6842,22.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, A363, CH-53K_King_Stallion,0.947368,36.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, J007, CH-53K_King_Stallion,9.57895,41.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, AA60, CH-53K_King_Stallion,2.21053,24.72,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, CRTG-_CAL_50_API_M8API-T_M20_LNKD_AC, CH-53K_King_Stallion,0.789474,35.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, M670, CH-53K_King_Stallion,4.31579,9.8,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, CRTG-_556MM_TRCR_M856, CH-53K_King_Stallion,8.94737,30.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, WH54, CH-53K_King_Stallion,4.63158,61.56,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, B542, CH-53K_King_Stallion,2.05263,42.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, CA30, CH-53K_King_Stallion,2.05263,66.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, G940, CH-53K_King_Stallion,8.84211,34.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, AA53, CH-53K_King_Stallion,0.263158,33.5,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, M131, CH-53K_King_Stallion,4.31579,5.54,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,14, MRE, CH-53K_King_Stallion,2117.19,22.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,16, RFL_CO_C_128, CH-53K_King_Stallion,48.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,16, WPNS_CO_328, CH-53K_King_Stallion,146.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,16, ROMEO_BTRY_313, CH-53K_King_Stallion,2.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,16, RFL_CO_B_128, CH-53K_King_Stallion,48.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Sultan_Iskandar_Muda_Airport,Banda_Aceh_Port,16, CO_A_5TH_LAR_BN, CH-53K_King_Stallion,86.0,210.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, AA60, CH-53K_King_Stallion,17.2105,24.72,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, AB57, CH-53K_King_Stallion,9.78947,35.08,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, ML03, CH-53K_King_Stallion,4.15789,15.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, B546, CH-53K_King_Stallion,10.3158,44.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, M420, CH-53K_King_Stallion,4.15789,60.0,0,SupplyCompany,SupplyCompany,0.0
Banda_Aceh_Port,Sultan_Iskandar_Muda_Airport,17, A011, CH-53K_King_Stallion,8.73684,23.0,0,SupplyCompany,SupplyCompany,0.0
